0,2015-02-02 14:19:00,23.7
1,2015-02-02 14:19:59,23.718
2,2015-02-02 14:21:00,23.73
3,2015-02-02 14:22:00,23.7225
4,2015-02-02 14:23:00,23.754
5,2015-02-02 14:23:59,23.76
6,2015-02-02 14:25:00,23.73
0,2015-02-02 14:25:59,23.754
1,2015-02-02 14:26:59,23.754
2,2015-02-02 14:28:00,23.736
3,2015-02-02 14:29:00,23.745
4,2015-02-02 14:30:00,23.7
5,2015-02-02 14:31:00,23.7
6,2015-02-02 14:31:59,23.7
0,2015-02-02 14:32:59,23.7
1,2015-02-02 14:34:00,23.7
2,2015-02-02 14:35:00,23.7
3,2015-02-02 14:36:00,23.6
4,2015-02-02 14:37:00,23.64
5,2015-02-02 14:38:00,23.65
6,2015-02-02 14:38:59,23.64
0,2015-02-02 14:39:59,23.6
1,2015-02-02 14:41:00,23.6
2,2015-02-02 14:42:00,23.6
3,2015-02-02 14:43:00,23.6
4,2015-02-02 14:44:00,23.6
5,2015-02-02 14:44:59,23.625
6,2015-02-02 14:45:59,23.6
0,2015-02-02 14:47:00,23.6
1,2015-02-02 14:48:00,23.6
2,2015-02-02 14:49:00,23.6
3,2015-02-02 14:50:00,23.6
4,2015-02-02 14:51:00,23.6
5,2015-02-02 14:51:59,23.6
6,2015-02-02 14:53:00,23.6
0,2015-02-02 14:54:00,23.6166666666667
1,2015-02-02 14:55:00,23.6666666666667
2,2015-02-02 14:55:59,23.6
3,2015-02-02 14:57:00,23.6
4,2015-02-02 14:57:59,23.6
5,2015-02-02 14:58:59,23.6
6,2015-02-02 15:00:00,23.6
0,2015-02-02 15:01:00,23.575
1,2015-02-02 15:02:00,23.54
2,2015-02-02 15:03:00,23.6
3,2015-02-02 15:04:00,23.525
4,2015-02-02 15:04:59,23.5
5,2015-02-02 15:06:00,23.5
6,2015-02-02 15:07:00,23.5
0,2015-02-02 15:08:00,23.5
1,2015-02-02 15:08:59,23.5
2,2015-02-02 15:10:00,23.5
3,2015-02-02 15:10:59,23.445
4,2015-02-02 15:11:59,23.39
5,2015-02-02 15:13:00,23.39
6,2015-02-02 15:14:00,23.39
0,2015-02-02 15:15:00,23.39
1,2015-02-02 15:16:00,23.39
2,2015-02-02 15:16:59,23.39
3,2015-02-02 15:17:59,23.37
4,2015-02-02 15:19:00,23.39
5,2015-02-02 15:20:00,23.3733333333333
6,2015-02-02 15:21:00,23.39
0,2015-02-02 15:22:00,23.3233333333333
1,2015-02-02 15:23:00,23.365
2,2015-02-02 15:23:59,23.29
3,2015-02-02 15:24:59,23.3066666666667
4,2015-02-02 15:26:00,23.29
5,2015-02-02 15:27:00,23.29
6,2015-02-02 15:28:00,23.29
0,2015-02-02 15:29:00,23.29
1,2015-02-02 15:29:59,23.29
2,2015-02-02 15:30:59,23.29
3,2015-02-02 15:32:00,23.29
4,2015-02-02 15:33:00,23.272
5,2015-02-02 15:34:00,23.2
6,2015-02-02 15:35:00,23.23
0,2015-02-02 15:36:00,23.29
1,2015-02-02 15:36:59,23.215
2,2015-02-02 15:38:00,23.2
3,2015-02-02 15:39:00,23.2
4,2015-02-02 15:40:00,23.2
5,2015-02-02 15:40:59,23.2
6,2015-02-02 15:42:00,23.2
0,2015-02-02 15:42:59,23.2
1,2015-02-02 15:43:59,23.2
2,2015-02-02 15:45:00,23.2
3,2015-02-02 15:46:00,23.14
4,2015-02-02 15:47:00,23.15
5,2015-02-02 15:48:00,23.15
6,2015-02-02 15:49:00,23.18
0,2015-02-02 15:49:59,23.1166666666667
1,2015-02-02 15:51:00,23.14
2,2015-02-02 15:52:00,23.1
3,2015-02-02 15:53:00,23.1
4,2015-02-02 15:53:59,23.1
5,2015-02-02 15:55:00,23.1
6,2015-02-02 15:55:59,23.06
0,2015-02-02 15:56:59,23.02
1,2015-02-02 15:58:00,23.01
2,2015-02-02 15:59:00,23
3,2015-02-02 16:00:00,23
4,2015-02-02 16:01:00,22.9816666666667
5,2015-02-02 16:01:59,23
6,2015-02-02 16:02:59,23
0,2015-02-02 16:04:00,22.9816666666667
1,2015-02-02 16:05:00,22.945
2,2015-02-02 16:06:00,23
3,2015-02-02 16:07:00,22.956
4,2015-02-02 16:08:00,22.9725
5,2015-02-02 16:08:59,22.945
6,2015-02-02 16:09:59,23
0,2015-02-02 16:11:00,22.945
1,2015-02-02 16:12:00,23
2,2015-02-02 16:13:00,22.912
3,2015-02-02 16:14:00,22.89
4,2015-02-02 16:14:59,22.89
5,2015-02-02 16:15:59,22.865
6,2015-02-02 16:17:00,22.8733333333333
0,2015-02-02 16:18:00,22.8733333333333
1,2015-02-02 16:19:00,22.89
2,2015-02-02 16:20:00,22.815
3,2015-02-02 16:21:00,22.84
4,2015-02-02 16:21:59,22.79
5,2015-02-02 16:23:00,22.79
6,2015-02-02 16:24:00,22.79
0,2015-02-02 16:25:00,22.79
1,2015-02-02 16:25:59,22.79
2,2015-02-02 16:27:00,22.772
3,2015-02-02 16:27:59,22.76
4,2015-02-02 16:28:59,22.7
5,2015-02-02 16:30:00,22.7225
6,2015-02-02 16:31:00,22.7
0,2015-02-02 16:32:00,22.7
1,2015-02-02 16:33:00,22.7
2,2015-02-02 16:34:00,22.7
3,2015-02-02 16:34:59,22.7
4,2015-02-02 16:36:00,22.7
5,2015-02-02 16:37:00,22.7
6,2015-02-02 16:38:00,22.7
0,2015-02-02 16:38:59,22.7
1,2015-02-02 16:40:00,22.7
2,2015-02-02 16:40:59,22.7
3,2015-02-02 16:41:59,22.7
4,2015-02-02 16:43:00,22.7
5,2015-02-02 16:44:00,22.7
6,2015-02-02 16:45:00,22.68
0,2015-02-02 16:46:00,22.64
1,2015-02-02 16:46:59,22.6
2,2015-02-02 16:47:59,22.6666666666667
3,2015-02-02 16:49:00,22.6
4,2015-02-02 16:50:00,22.62
5,2015-02-02 16:51:00,22.625
6,2015-02-02 16:52:00,22.6
0,2015-02-02 16:53:00,22.65
1,2015-02-02 16:53:59,22.6
2,2015-02-02 16:54:59,22.6
3,2015-02-02 16:56:00,22.6
4,2015-02-02 16:57:00,22.6
5,2015-02-02 16:58:00,22.6
6,2015-02-02 16:59:00,22.6
0,2015-02-02 16:59:59,22.6
1,2015-02-02 17:00:59,22.6
2,2015-02-02 17:02:00,22.6
3,2015-02-02 17:03:00,22.6
4,2015-02-02 17:04:00,22.6
5,2015-02-02 17:05:00,22.6
6,2015-02-02 17:06:00,22.6
0,2015-02-02 17:06:59,22.6
1,2015-02-02 17:08:00,22.6
2,2015-02-02 17:09:00,22.6
3,2015-02-02 17:10:00,22.56
4,2015-02-02 17:10:59,22.58
5,2015-02-02 17:12:00,22.575
6,2015-02-02 17:12:59,22.56
0,2015-02-02 17:13:59,22.55
1,2015-02-02 17:15:00,22.6
2,2015-02-02 17:16:00,22.58
3,2015-02-02 17:17:00,22.5666666666667
4,2015-02-02 17:18:00,22.525
5,2015-02-02 17:19:00,22.54
6,2015-02-02 17:19:59,22.5
0,2015-02-02 17:21:00,22.5
1,2015-02-02 17:22:00,22.5
2,2015-02-02 17:23:00,22.56
3,2015-02-02 17:23:59,22.525
4,2015-02-02 17:25:00,22.52
5,2015-02-02 17:25:59,22.575
6,2015-02-02 17:26:59,22.6
0,2015-02-02 17:28:00,22.6
1,2015-02-02 17:29:00,22.6
2,2015-02-02 17:30:00,22.6
3,2015-02-02 17:31:00,22.6
